question,category,difficulty,topic
How do you identify Backup (BU) in a price chart?,identification,intermediate,pattern_recognition
What is the best entry point for Lower lows?,trading,advanced,risk_management
What does Sign of Weakness (SOW) indicate about market conditions?,events,intermediate,event_analysis
Explain the relationship between volume and Reaccumulation.,volume_analysis,advanced,volume_price_analysis
What is Sign of Strength (SOS) in Wyckoff methodology?,definition,beginner,wyckoff_basics
Explain the meaning of Backup (BU) in trading.,definition,beginner,wyckoff_basics
How do you identify Automatic Rally (AR) in a price chart?,identification,intermediate,pattern_recognition
What is the purpose of Backup (BU) in a trading range?,events,intermediate,event_analysis
Describe the characteristics of Phase E.,phases,intermediate,market_structure
What signals indicate the presence of Automatic Reaction (AR)?,identification,intermediate,pattern_recognition
Compare Terminal Shakeout with Fall Through the Ice (FTI) in Wyckoff analysis.,comparison,intermediate,conceptual_understanding
What factors should be considered when analyzing Backup (BU)?,analysis,intermediate,market_analysis
Describe the characteristics of Phase B.,phases,intermediate,market_structure
What distinguishes Composite Operator from Buying Climax (BC)?,comparison,intermediate,conceptual_understanding
How do you determine if Strength is present?,analysis,intermediate,market_analysis
What follows after Sign of Weakness (SOW) appears?,events,intermediate,event_analysis
Explain the relationship between volume and Trading Range.,volume_analysis,advanced,volume_price_analysis
How does volume behave during Last Point of Support (LPS)?,volume_analysis,advanced,volume_price_analysis
What is the principle behind the Law of Cause and Effect?,laws,beginner,fundamental_principles
Explain the relationship between volume and Markdown.,volume_analysis,advanced,volume_price_analysis
When should you take profits in Preliminary Supply (PSY)?,trading,advanced,risk_management
What is the best entry point for Lower highs?,trading,advanced,risk_management
What is Preliminary Supply (PSY) in Wyckoff methodology?,definition,beginner,wyckoff_basics
How would you describe Jump Across the Creek (JAC) in the context of Wyckoff trading?,definition,beginner,wyckoff_basics
What is the difference between Preliminary Supply (PSY) and Buying Climax (BC)?,comparison,intermediate,conceptual_understanding
What are the key features of Automatic Rally (AR)?,identification,intermediate,pattern_recognition
What does Preliminary Support (PS) represent in Wyckoff's approach?,definition,beginner,wyckoff_basics
What events occur in Phase D?,phases,intermediate,market_structure
How do you analyze volume in Preliminary Supply (PSY)?,volume_analysis,advanced,volume_price_analysis
What is the purpose of Preliminary Supply (PSY) in a trading range?,events,intermediate,event_analysis
What does Upthrust After Distribution (UTAD) indicate about market conditions?,events,intermediate,event_analysis
How does Automatic Reaction (AR) affect price movement?,events,intermediate,event_analysis
What is Upthrust (UT) in Wyckoff methodology?,definition,beginner,wyckoff_basics
What events occur in Phase B?,phases,intermediate,market_structure
Explain the meaning of Last Point of Support (LPS) in trading.,definition,beginner,wyckoff_basics
What is the difference between Spring and Preliminary Supply (PSY)?,comparison,intermediate,conceptual_understanding
Describe the characteristics of Phase E.,phases,intermediate,market_structure
Explain the process of evaluating Spring.,analysis,intermediate,market_analysis
Where should you place your stop loss when trading Spring?,trading,advanced,risk_management
When should you use Sign of Strength (SOS) in your analysis?,application,advanced,practical_trading
Define Price Cycle according to Wyckoff analysis.,definition,beginner,wyckoff_basics
How do you analyze volume in Automatic Reaction (AR)?,volume_analysis,advanced,volume_price_analysis
Describe the characteristics of Phase E.,phases,intermediate,market_structure
Define Preliminary Supply (PSY) according to Wyckoff analysis.,definition,beginner,wyckoff_basics
How would you describe Upthrust After Distribution (UTAD) in the context of Wyckoff trading?,definition,beginner,wyckoff_basics
What is the purpose of Automatic Reaction (AR) in a trading range?,events,intermediate,event_analysis
Define Backup (BU) according to Wyckoff analysis.,definition,beginner,wyckoff_basics
Explain the contrast between Last Point of Support (LPS) and Accumulation.,comparison,intermediate,conceptual_understanding
What is Selling Climax (SC) in Wyckoff methodology?,definition,beginner,wyckoff_basics
How does Sign of Weakness (SOW) differ from Spring?,comparison,intermediate,conceptual_understanding
What are the characteristics of Terminal Shakeout?,identification,intermediate,pattern_recognition
Explain the process of evaluating Last Point of Supply (LPSY).,analysis,intermediate,market_analysis
In what situations would you implement Price Cycle?,application,advanced,practical_trading
When should you use Secondary Test (ST) in your analysis?,application,advanced,practical_trading
What events occur in Phase C?,phases,intermediate,market_structure
How can Upthrust After Distribution (UTAD) help in making trading decisions?,application,advanced,practical_trading
How would you describe Fall Through the Ice (FTI) in the context of Wyckoff trading?,definition,beginner,wyckoff_basics
How do you analyze volume in Fall Through the Ice (FTI)?,volume_analysis,advanced,volume_price_analysis
When does Last Point of Supply (LPSY) typically occur?,events,intermediate,event_analysis
What follows after Automatic Reaction (AR) appears?,events,intermediate,event_analysis
What follows after Selling Climax (SC) appears?,events,intermediate,event_analysis
What volume characteristics indicate Oversold?,volume_analysis,advanced,volume_price_analysis
How would you describe Markdown in the context of Wyckoff trading?,definition,beginner,wyckoff_basics
What is the practical application of Last Point of Supply (LPSY)?,application,advanced,practical_trading
What is the practical application of Smart Money?,application,advanced,practical_trading
What does Jump Across the Creek (JAC) indicate about market conditions?,events,intermediate,event_analysis
Explain the meaning of Smart Money in trading.,definition,beginner,wyckoff_basics
How do you analyze Distribution Schematic using Wyckoff principles?,analysis,intermediate,market_analysis
Explain the relationship between volume and Markup.,volume_analysis,advanced,volume_price_analysis
Explain the relationship between volume and Wyckoff Method.,volume_analysis,advanced,volume_price_analysis
When does Secondary Test (ST) typically occur?,events,intermediate,event_analysis
What events occur in Phase B?,phases,intermediate,market_structure
What is Upthrust (UT) in Wyckoff methodology?,definition,beginner,wyckoff_basics
